module,owner_service,table,columns,purpose,purpose_source,has_data
dora,compliance-controls-service,regulatory_sla_requirements,18,"Dora -- Regulatory Sla Requirements",name,yes
dora,compliance-controls-service,resilience_test_plans,13,"Dora -- Resilience Test Plans",name,no
dora,compliance-controls-service,resilience_test_results,14,"Dora -- Resilience Test Results",name,no
dora,compliance-controls-service,threat_intelligence_sharing,12,"Dora -- Threat Intelligence Sharing",name,no
bcp,risk-incident-service,bcm_audit_log,11,"Bcp -- Bcm Audit: Activity/audit log records",pattern,no
bcp,risk-incident-service,bcm_dependency_edges,9,"Bcp -- Bcm Dependency Edges",name,no
bcp,risk-incident-service,bcm_dependency_maps,11,"Bcp -- Bcm Dependency Maps",name,no
bcp,risk-incident-service,bcm_dependency_nodes,14,"Bcp -- Bcm Dependency Nodes",name,no
bcp,risk-incident-service,bcm_findings,24,"Bcp -- Bcm: Finding records",pattern,no
bcp,risk-incident-service,bcm_maturity_assessments,21,"Bcp -- Bcm Maturity Assessments",name,no
bcp,risk-incident-service,bcm_recovery_strategies,24,"Bcp -- Bcm Recovery Strategies",name,yes
bcp,risk-incident-service,bcp_activations,23,"Bcp -- Bcp Activations",name,no
bcp,risk-incident-service,bcp_bia_templates,10,"Bcp -- Bcp Bia: Template catalog",pattern,no
bcp,risk-incident-service,bcp_crisis_teams,9,"Bcp -- Team record (Bcp Crisis Teams)",token,no
bcp,risk-incident-service,bcp_exercise_results,13,"Bcp -- Bcp Exercise Results",name,no
bcp,risk-incident-service,bcp_exercise_schedule,13,"Bcp -- Bcp Exercise Schedule",name,no
bcp,risk-incident-service,bcp_exercises,34,"Bcp -- Bcp Exercises",name,no
bcp,risk-incident-service,bcp_recovery_step_tracking,17,"Bcp -- Bcp Recovery Step Tracking",name,no
bcp,risk-incident-service,bcp_rto_rpo_defaults,9,"Bcp -- Bcp Rto Rpo Defaults",name,no
bcp,risk-incident-service,bcp_team_distribution,6,"Bcp -- Team record (Bcp Team Distribution)",token,yes
bcp,risk-incident-service,bia_assessments,30,"Bcp -- Bia Assessments",name,no
bcp,risk-incident-service,bia_process_impacts,22,"Bcp -- Bia Process Impacts",name,no
bcp,risk-incident-service,crisis_comm_activations,13,"Bcp -- Crisis Comm Activations",name,no
bcp,risk-incident-service,crisis_comm_plans,26,"Bcp -- Crisis Comm Plans",name,yes
bcp,risk-incident-service,crisis_events,26,"Bcp -- Crisis: Domain event records",pattern,no
bcp,risk-incident-service,crisis_notification_tree,13,"Bcp -- Crisis Notification Tree",name,no
incident,risk-incident-service,breach_reporting_records,24,"Incident -- Breach Reporting Records",name,no
incident,risk-incident-service,case_incidents,6,"Incident -- Incident record (Case Incidents)",token,no
incident,risk-incident-service,case_notes,10,"Incident -- Case Notes",name,no
incident,risk-incident-service,cases,20,"Incident -- Cases",name,no
incident,risk-incident-service,incident_assets,7,"Incident -- Asset record (Incident Assets)",token,no
incident,risk-incident-service,incident_audit_log,12,"Incident -- Incident Audit: Activity/audit log records",pattern,no
incident,risk-incident-service,incident_categories,9,"Incident categorization",registry,no
incident,risk-incident-service,incident_evidence,12,"Incident -- Incident: Evidence records",pattern,no
incident,risk-incident-service,incident_impacts,16,"Incident -- Incident record (Incident Impacts)",token,no
incident,risk-incident-service,incident_lessons_learned,15,"Incident -- Incident record (Incident Lessons Learned)",token,no
incident,risk-incident-service,incident_notification_templates,10,"Incident -- Incident Notification: Template catalog",pattern,no
incident,risk-incident-service,incident_pir,28,"Incident -- Incident record (Incident Pir)",token,no
incident,risk-incident-service,incident_policies,6,"Incident -- Incident record (Incident Policies)",token,no
incident,risk-incident-service,incident_recurring_patterns,17,"Incident -- Incident record (Incident Recurring Patterns)",token,no
incident,risk-incident-service,incident_regulatory_notifications,24,"Incident -- Incident Regulatory: Notification queue/log",pattern,no
incident,risk-incident-service,incident_reportable_criteria,10,"Incident -- Incident record (Incident Reportable Criteria)",token,yes
incident,risk-incident-service,incident_response_actions,14,"Incident -- Incident Response: Action/operation catalog",pattern,no
incident,risk-incident-service,incident_response_teams,9,"Incident -- Incident record (Incident Response Teams)",token,no
incident,risk-incident-service,incident_risk_links,12,"Incident -- Incident Risk: Cross-table link records",pattern,no
incident,risk-incident-service,incident_root_causes,11,"Incident -- Incident record (Incident Root Causes)",token,no
incident,risk-incident-service,incident_severity_matrix,12,"Incident -- RACI/permission matrix (Incident Severity Matrix)",token,no
incident,risk-incident-service,incident_taxonomy,14,"Incident -- Incident record (Incident Taxonomy)",token,yes
incident,risk-incident-service,incident_team_distribution,7,"Incident -- Incident record (Incident Team Distribution)",token,yes
incident,risk-incident-service,incident_trend_cache,16,"Incident -- Incident Trend: Cached values",pattern,no
incident,risk-incident-service,incident_triage_decisions,14,"Incident -- Decision record (Incident Triage Decisions)",token,no
incident,risk-incident-service,incident_updates,10,"Incident -- Incident record (Incident Updates)",token,no
incident,risk-incident-service,incident_vendors,7,"Incident -- Vendor/third-party record (Incident Vendors)",token,no
incident,risk-incident-service,near_miss_reports,23,"Incident -- Near Miss Reports",name,no
incident,risk-incident-service,pir_sign_offs,9,"Incident -- Pir Sign Offs",name,no
integrations,gateway,cmdb_assets,18,"Integrations -- Asset record (Cmdb Assets)",token,no
integrations,gateway,cmdb_connections,13,"Integrations -- Cmdb Connections",name,no
integrations,gateway,cmdb_sync_history,10,"Integrations -- Cmdb Sync: Historical change records",pattern,no
integrations,gateway,connector_automation_rules,11,"Integrations -- Connector Automation: Rules/policy definitions",pattern,yes
integrations,gateway,connector_configs,14,"Integrations -- Connector Configs",name,no
integrations,gateway,connector_dependency_graph,9,"Integrations -- Connector Dependency Graph",name,yes
integrations,gateway,connector_evidence_mappings,10,"Integrations -- Connector Evidence: Cross-entity mapping",pattern,yes
integrations,gateway,connector_executions,7,"Integrations -- Connector Executions",name,no
integrations,gateway,connector_registry,22,"Integrations -- Connector Registry",name,yes
integrations,gateway,connector_status_log,7,"Integrations -- Connector Status: Activity/audit log records",pattern,no
integrations,gateway,entity_link_metadata,5,"Entity link metadata",registry,no
integrations,gateway,entity_links,8,"Entity relationship links",registry,no
integrations,gateway,erp_connections,12,"Integrations -- Erp Connections",name,no
integrations,gateway,erp_field_mappings,9,"Integrations -- Erp Field: Cross-entity mapping",pattern,no
integrations,gateway,erp_sync_history,10,"Integrations -- Erp Sync: Historical change records",pattern,no
integrations,gateway,external_stakeholder_profiles,23,"Integrations -- External Stakeholder Profiles",name,no
integrations,gateway,iam_identities,17,"Integrations -- Iam Identities",name,no
integrations,gateway,inbound_webhook_endpoints,12,"Integrations -- Inbound Webhook Endpoints",name,no
integrations,gateway,inbound_webhook_log,7,"Integrations -- Inbound Webhook: Activity/audit log records",pattern,no
integrations,gateway,integration_configs,13,"Integrations -- Integration Configs",name,no
integrations,gateway,itsm_connections,14,"Integrations -- Itsm Connections",name,no
integrations,gateway,itsm_sync_history,11,"Integrations -- Itsm Sync: Historical change records",pattern,no
integrations,gateway,itsm_tickets,20,"Integrations -- Itsm Tickets",name,no
integrations,gateway,m365_connections,15,"Integrations -- M365 Connections",name,no
integrations,gateway,m365_evidence_items,17,"Integrations -- M365 Evidence Items",name,no
integrations,gateway,m365_sync_history,10,"Integrations -- M365 Sync: Historical change records",pattern,no
integrations,gateway,openclaw_api_keys,17,"Integrations -- Openclaw Api: Key/identifier catalog",pattern,no
integrations,gateway,powerbi_reports,10,"Integrations -- Powerbi Reports",name,no
integrations,gateway,siem_connections,14,"Integrations -- Siem Connections",name,no
integrations,gateway,siem_events,15,"Integrations -- Siem: Domain event records",pattern,no
integrations,gateway,siem_sync_history,10,"Integrations -- Siem Sync: Historical change records",pattern,no
integrations,gateway,vuln_scan_results,19,"Integrations -- Vuln Scan Results",name,no
integrations,gateway,vuln_scan_sync_history,11,"Integrations -- Vuln Scan Sync: Historical change records",pattern,no
integrations,gateway,vuln_scanner_connections,15,"Integrations -- Vuln Scanner Connections",name,no
integrations,gateway,webhook_delivery_log,6,"Integrations -- Webhook Delivery: Activity/audit log records",pattern,no
integrations,gateway,webhook_endpoints,13,"Integrations -- Webhook Endpoints",name,no
integrations,gateway,webhook_retry_queue,12,"Integrations -- Work queue records (Webhook Retry Queue)",token,no
integrations,gateway,webhook_subscriptions,9,"Integrations -- Webhook: Subscription records",pattern,no
governance-ai,governance-policy-service,compliance_score_snapshots,14,"Governance Ai -- Compliance Score: Point-in-time snapshots",pattern,no
governance-ai,governance-policy-service,executive_attention_items,13,"Governance Ai -- Executive Attention Items",name,no
governance-ai,governance-policy-service,governance_ai_feedback,8,"Governance Ai -- Governance Ai Feedback",name,no
governance-ai,governance-policy-service,governance_ai_runs,8,"Governance Ai -- Governance Ai: Execution run records",pattern,yes
ksa-regulatory,compliance-controls-service,compliance_scores,26,"Ksa Regulatory -- Compliance record (Compliance Scores)",token,yes
ksa-regulatory,compliance-controls-service,cross_framework_mappings,17,"Ksa Regulatory -- Cross Framework: Cross-entity mapping",pattern,no
ksa-regulatory,compliance-controls-service,obligations,21,"Ksa Regulatory -- Obligations",name,no
ksa-regulatory,compliance-controls-service,regulatory_change_notifications,12,"Ksa Regulatory -- Regulatory Change: Notification queue/log",pattern,no
ksa-regulatory,compliance-controls-service,report_templates,8,"Ksa Regulatory -- Report: Template catalog",pattern,yes
ksa-regulatory,compliance-controls-service,reports,13,"Ksa Regulatory -- Reports",name,no
connectors,gateway,connectors,14,"Connectors -- Connectors",name,no
vendor,risk-incident-service,contract_control_links,8,"Vendor -- Contract Control: Cross-table link records",pattern,no
vendor,risk-incident-service,contracts,14,"Vendor -- Contracts",name,no
vendor,risk-incident-service,vendor_admin_config,8,"Vendor -- Vendor Admin: Configuration values",pattern,yes
vendor,risk-incident-service,vendor_assessments,12,"Vendor -- Vendor/third-party record (Vendor Assessments)",token,no
vendor,risk-incident-service,vendor_audit_log,11,"Vendor -- Vendor Audit: Activity/audit log records",pattern,no
vendor,risk-incident-service,vendor_bcp_requirements,11,"Vendor -- Vendor/third-party record (Vendor Bcp Requirements)",token,no
vendor,risk-incident-service,vendor_benchmark_cohorts,11,"Vendor -- Vendor/third-party record (Vendor Benchmark Cohorts)",token,no
vendor,risk-incident-service,vendor_concentration_analysis,18,"Vendor -- Vendor/third-party record (Vendor Concentration Analysis)",token,no
vendor,risk-incident-service,vendor_contacts,10,"Vendor -- Vendor/third-party record (Vendor Contacts)",token,no
vendor,risk-incident-service,vendor_crypto_assessment,13,"Vendor -- Vendor/third-party record (Vendor Crypto Assessment)",token,no
vendor,risk-incident-service,vendor_dd_steps,16,"Vendor -- Vendor Dd: Execution step records",pattern,no
vendor,risk-incident-service,vendor_documents,21,"Vendor -- Vendor/third-party record (Vendor Documents)",token,no
vendor,risk-incident-service,vendor_due_diligence,22,"Vendor -- Vendor/third-party record (Vendor Due Diligence)",token,no
vendor,risk-incident-service,vendor_due_diligence_checklists,8,"Vendor -- Vendor/third-party record (Vendor Due Diligence Checklists)",token,no
vendor,risk-incident-service,vendor_engagement_milestones,10,"Vendor -- Vendor/third-party record (Vendor Engagement Milestones)",token,no
vendor,risk-incident-service,vendor_engagements,19,"Vendor -- Vendor/third-party record (Vendor Engagements)",token,no
vendor,risk-incident-service,vendor_exceptions,19,"Vendor -- Vendor/third-party record (Vendor Exceptions)",token,no
vendor,risk-incident-service,vendor_findings,19,"Vendor -- Vendor: Finding records",pattern,no
vendor,risk-incident-service,vendor_fourth_party_risk,20,"Vendor -- Risk record (Vendor Fourth Party Risk)",token,no
vendor,risk-incident-service,vendor_issues,20,"Vendor -- Vendor/third-party record (Vendor Issues)",token,no
vendor,risk-incident-service,vendor_monitoring_signals,20,"Vendor -- Vendor/third-party record (Vendor Monitoring Signals)",token,no
vendor,risk-incident-service,vendor_obligations,12,"Vendor -- Vendor/third-party record (Vendor Obligations)",token,no
vendor,risk-incident-service,vendor_offboarding,22,"Vendor -- Vendor/third-party record (Vendor Offboarding)",token,no
vendor,risk-incident-service,vendor_offboarding_checklist,15,"Vendor -- Vendor/third-party record (Vendor Offboarding Checklist)",token,no
vendor,risk-incident-service,vendor_portal_messages,13,"Vendor -- Vendor/third-party record (Vendor Portal Messages)",token,no
vendor,risk-incident-service,vendor_portal_tokens,8,"Vendor -- Vendor Portal: Token records",pattern,no
vendor,risk-incident-service,vendor_questionnaire_submissions,11,"Vendor -- Vendor/third-party record (Vendor Questionnaire Submissions)",token,no
vendor,risk-incident-service,vendor_questionnaire_templates,12,"Vendor -- Vendor Questionnaire: Template catalog",pattern,no
vendor,risk-incident-service,vendor_risk_assessments,20,"Vendor -- Risk record (Vendor Risk Assessments)",token,no
vendor,risk-incident-service,vendor_risks,12,"Vendor -- Risk record (Vendor Risks)",token,no
vendor,risk-incident-service,vendor_shared_responsibility,17,"Vendor -- Vendor/third-party record (Vendor Shared Responsibility)",token,no
vendor,risk-incident-service,vendor_sla_breach_log,19,"Vendor -- Vendor Sla Breach: Activity/audit log records",pattern,no
vendor,risk-incident-service,vendor_sla_definitions,18,"Vendor -- Vendor Sla: Definition catalog",pattern,no
vendor,risk-incident-service,vendor_sla_measurements,16,"Vendor -- Vendor/third-party record (Vendor Sla Measurements)",token,no
vendor,risk-incident-service,vendor_subcontractors,17,"Vendor -- Vendor/third-party record (Vendor Subcontractors)",token,no
vendor,risk-incident-service,vendor_team_distribution,6,"Vendor -- Vendor/third-party record (Vendor Team Distribution)",token,yes
vendor,risk-incident-service,vendor_tier_config,4,"Vendor -- Vendor Tier: Configuration values",pattern,yes
vendor,risk-incident-service,vendor_training_requirements,10,"Vendor -- Vendor/third-party record (Vendor Training Requirements)",token,no
dashboard,evidence-audit-reporting-service,control_design_reviews,10,"Dashboard -- Control record (Control Design Reviews)",token,no
dashboard,evidence-audit-reporting-service,dashboard_configs_legacy,5,"Dashboard -- Dashboard Configs Legacy",name,no
dashboard,evidence-audit-reporting-service,dashboard_layout_registry,14,"Dashboard -- Dashboard Layout Registry",name,no
dashboard,evidence-audit-reporting-service,dashboard_overrides,16,"Dashboard -- Dashboard Overrides",name,no
dashboard,evidence-audit-reporting-service,dashboard_registry,15,"Dashboard -- Dashboard Registry",name,yes
dashboard,evidence-audit-reporting-service,dashboard_role_bindings_v2,7,"Dashboard -- Role record (Dashboard Role Bindings V2)",token,no
dashboard,evidence-audit-reporting-service,dashboard_widget_registry,16,"Dashboard -- Dashboard Widget Registry",name,yes
dashboard,evidence-audit-reporting-service,governance_policies,26,"Dashboard -- Governance Policies",name,no
dashboard,evidence-audit-reporting-service,inline_edit_history,10,"Dashboard -- Inline Edit: Historical change records",pattern,no
controls,compliance-controls-service,control_risk_mappings,8,"Controls -- Control Risk: Cross-entity mapping",pattern,no
controls,compliance-controls-service,control_transition_rules,8,"Controls -- Control Transition: Rules/policy definitions",pattern,no
controls,compliance-controls-service,control_transitions,8,"Controls -- Control record (Control Transitions)",token,no
dashboard-editor,evidence-audit-reporting-service,dashboard_layouts,18,"Dashboard Editor -- Dashboard Layouts",name,yes
dashboard-editor,evidence-audit-reporting-service,dashboard_shares,12,"Dashboard Editor -- Dashboard Shares",name,no
privacy,compliance-controls-service,data_asset_owners,9,"Privacy -- Data Asset: Ownership assignment",pattern,no
privacy,compliance-controls-service,data_asset_types,9,"Privacy -- Asset record (Data Asset Types)",token,no
privacy,compliance-controls-service,data_assets,14,"Privacy -- Asset record (Data Assets)",token,no
privacy,compliance-controls-service,data_domains,10,"Privacy -- Data Domains",name,no
privacy,compliance-controls-service,data_processing_register,21,"Privacy -- Data Processing Register",name,no
privacy,compliance-controls-service,data_quality_issues,12,"Privacy -- Data Quality Issues",name,no
privacy,compliance-controls-service,data_quality_rules,10,"Privacy -- Data Quality: Rules/policy definitions",pattern,no
privacy,compliance-controls-service,data_sharing_approvals,10,"Privacy -- Approval record (Data Sharing Approvals)",token,no
privacy,compliance-controls-service,data_sharing_requests,12,"Privacy -- Data Sharing Requests",name,no
privacy,compliance-controls-service,data_stewards,9,"Privacy -- Data Stewards",name,no
privacy,compliance-controls-service,data_subject_requests,15,"Privacy -- Data Subject Requests",name,no
privacy,compliance-controls-service,dpia_assessments,26,"Privacy -- Dpia Assessments",name,no
privacy,compliance-controls-service,privacy_breaches,20,"Privacy -- Privacy Breaches",name,no
privacy,compliance-controls-service,privacy_budget,7,"Privacy -- Privacy Budget",name,no
privacy,compliance-controls-service,privacy_control_links,8,"Privacy -- Privacy Control: Cross-table link records",pattern,no
privacy,compliance-controls-service,privacy_data_subject_requests,11,"Privacy -- Privacy Data Subject Requests",name,no
privacy,compliance-controls-service,privacy_incidents,15,"Privacy -- Incident record (Privacy Incidents)",token,no
privacy,compliance-controls-service,privacy_legal_bases,10,"Privacy -- Privacy Legal Bases",name,no
privacy,compliance-controls-service,privacy_quarantine_ledger,14,"Privacy -- Privacy Quarantine Ledger",name,no
privacy,compliance-controls-service,privacy_retention_policies,10,"Privacy -- Privacy Retention Policies",name,no
privacy,compliance-controls-service,privacy_reviews,10,"Privacy -- Privacy Reviews",name,no
records,evidence-audit-reporting-service,data_retention_policies,11,"Records -- Data Retention Policies",name,no
records,evidence-audit-reporting-service,document_reviews,7,"Records -- Document Reviews",name,no
records,evidence-audit-reporting-service,document_versions,9,"Records -- Document: Versioned record history",pattern,no
records,evidence-audit-reporting-service,documents,20,"Records -- Documents",name,no
records,evidence-audit-reporting-service,retention_rules,9,"Records -- Retention: Rules/policy definitions",pattern,no
delegation,auth-service,delegation_chains,20,"Delegation -- Delegation Chains",name,no
delegation,auth-service,delegation_policies,24,"Delegation -- Delegation Policies",name,no
delegation,auth-service,delegation_rules,14,"Delegation -- Delegation: Rules/policy definitions",pattern,no
governance-os,governance-policy-service,enforcement_gate_log,13,"Governance Os -- Enforcement Gate: Activity/audit log records",pattern,no
governance-os,governance-policy-service,escalation_log,20,"Governance Os -- Escalation: Activity/audit log records",pattern,no
governance-os,governance-policy-service,escalation_statuses,8,"Governance Os -- Escalation Statuses",name,no
governance-os,governance-policy-service,exception_risk_acceptance,12,"Governance Os -- Risk record (Exception Risk Acceptance)",token,no
governance-os,governance-policy-service,expert_packs,25,"Governance Os -- Expert Packs",name,no
governance-os,governance-policy-service,leadership_digests,15,"Governance Os -- Leadership Digests",name,no
governance-os,governance-policy-service,module_cross_link_rules,14,"Governance Os -- Module Cross Link: Rules/policy definitions",pattern,no
governance-os,governance-policy-service,module_table_mappings,14,"Governance Os -- Module Table: Cross-entity mapping",pattern,no
governance-os,governance-policy-service,module_task_type_mappings,9,"Governance Os -- Module Task Type: Cross-entity mapping",pattern,no
governance-os,governance-policy-service,module_trigger_mappings,9,"Governance Os -- Module Trigger: Cross-entity mapping",pattern,no
governance-os,governance-policy-service,os_approved_lessons,20,"Governance Os -- Os Approved Lessons",name,no
governance-os,governance-policy-service,os_case_memory,20,"Governance Os -- Os Case Memory",name,no
governance-os,governance-policy-service,os_case_timelines,7,"Governance Os -- Os Case Timelines",name,no
governance-os,governance-policy-service,os_digest_feedback,6,"Governance Os -- Os Digest Feedback",name,no
governance-os,governance-policy-service,os_initiative_effectiveness,14,"Governance Os -- Os Initiative Effectiveness",name,no
governance-os,governance-policy-service,os_knowledge_articles,16,"Governance Os -- Os Knowledge Articles",name,no
governance-os,governance-policy-service,os_knowledge_links,7,"Governance Os -- Os Knowledge: Cross-table link records",pattern,no
governance-os,governance-policy-service,os_learning_scores,11,"Governance Os -- Os Learning Scores",name,no
governance-os,governance-policy-service,os_lesson_candidates,19,"Governance Os -- Os Lesson Candidates",name,no
governance-os,governance-policy-service,os_outcome_memory,12,"Governance Os -- Os Outcome Memory",name,no
governance-os,governance-policy-service,os_pattern_signals,11,"Governance Os -- Os Pattern Signals",name,no
governance-os,governance-policy-service,os_recommendation_feedback,7,"Governance Os -- Os Recommendation Feedback",name,no
governance-os,governance-policy-service,os_reflection_notes,10,"Governance Os -- Os Reflection Notes",name,no
governance-os,governance-policy-service,recommendation_triggers,10,"Governance Os -- Recommendation Triggers",name,no
governance-os,governance-policy-service,severity_escalation_thresholds,9,"Governance Os -- Severity Escalation: Threshold definitions",pattern,no
governance-os,governance-policy-service,sop_procedures,15,"Governance Os -- Sop Procedures",name,no
qiyas,compliance-controls-service,enterprise_priorities,13,"Qiyas -- Enterprise Priorities",name,no
qiyas,compliance-controls-service,executive_kpis,36,"Qiyas -- Executive: KPI definitions/data",pattern,yes
qiyas,compliance-controls-service,metric_snapshots,12,"Qiyas -- Metric: Point-in-time snapshots",pattern,no
qiyas,compliance-controls-service,qiyas_assessment_exports,11,"Qiyas -- Qiyas Assessment Exports",name,no
qiyas,compliance-controls-service,qiyas_assessment_respondents,12,"Qiyas -- Qiyas Assessment Respondents",name,no
qiyas,compliance-controls-service,qiyas_assessment_reviews,11,"Qiyas -- Qiyas Assessment Reviews",name,no
qiyas,compliance-controls-service,qiyas_assessment_scopes,7,"Qiyas -- Qiyas Assessment Scopes",name,no
qiyas,compliance-controls-service,qiyas_assessment_status_history,8,"Qiyas -- Qiyas Assessment Status: Historical change records",pattern,no
qiyas,compliance-controls-service,qiyas_assessments,18,"Qiyas -- Qiyas Assessments",name,no
qiyas,compliance-controls-service,qiyas_auto_tasks,17,"Qiyas -- Qiyas Auto: Task records",pattern,no
qiyas,compliance-controls-service,qiyas_benchmark_cohorts,12,"Qiyas -- Qiyas Benchmark Cohorts",name,no
qiyas,compliance-controls-service,qiyas_benchmark_comparisons,13,"Qiyas -- Qiyas Benchmark Comparisons",name,no
qiyas,compliance-controls-service,qiyas_benchmark_datasets,19,"Qiyas -- Qiyas Benchmark Datasets",name,no
qiyas,compliance-controls-service,qiyas_benchmark_metrics,16,"Qiyas -- Qiyas Benchmark: Metric data points",pattern,no
qiyas,compliance-controls-service,qiyas_benchmark_percentiles,8,"Qiyas -- Qiyas Benchmark Percentiles",name,no
qiyas,compliance-controls-service,qiyas_benchmark_results,11,"Qiyas -- Qiyas Benchmark Results",name,no
qiyas,compliance-controls-service,qiyas_benchmark_trends,13,"Qiyas -- Qiyas Benchmark Trends",name,no
qiyas,compliance-controls-service,qiyas_calibration_log,9,"Qiyas -- Qiyas Calibration: Activity/audit log records",pattern,no
qiyas,compliance-controls-service,qiyas_certification_action_plans,18,"Qiyas -- Qiyas Certification Action Plans",name,no
qiyas,compliance-controls-service,qiyas_certification_evidence_packs,18,"Qiyas -- Qiyas Certification Evidence Packs",name,no
qiyas,compliance-controls-service,qiyas_certification_gaps,14,"Qiyas -- Qiyas Certification Gaps",name,no
qiyas,compliance-controls-service,qiyas_certification_milestones,14,"Qiyas -- Qiyas Certification Milestones",name,no
qiyas,compliance-controls-service,qiyas_certification_readiness,16,"Qiyas -- Qiyas Certification Readiness",name,no
qiyas,compliance-controls-service,qiyas_certification_simulations,12,"Qiyas -- Qiyas Certification Simulations",name,no
qiyas,compliance-controls-service,qiyas_consensus_reviews,11,"Qiyas -- Qiyas Consensus Reviews",name,no
qiyas,compliance-controls-service,qiyas_dimension_scores,11,"Qiyas -- Qiyas Dimension Scores",name,no
qiyas,compliance-controls-service,qiyas_dimensions,10,"Qiyas -- Qiyas Dimensions",name,no
qiyas,compliance-controls-service,qiyas_domains,11,"Qiyas -- Qiyas Domains",name,no
qiyas,compliance-controls-service,qiyas_evidence_chain_validations,11,"Qiyas -- Qiyas Evidence Chain Validations",name,no
qiyas,compliance-controls-service,qiyas_evidence_coverage_analysis,10,"Qiyas -- Qiyas Evidence Coverage Analysis",name,no
qiyas,compliance-controls-service,qiyas_evidence_quality_metrics,14,"Qiyas -- Qiyas Evidence Quality: Metric data points",pattern,no
qiyas,compliance-controls-service,qiyas_evidence_rules,9,"Qiyas -- Qiyas Evidence: Rules/policy definitions",pattern,no
qiyas,compliance-controls-service,qiyas_evidence_scores,13,"Qiyas -- Qiyas Evidence Scores",name,no
qiyas,compliance-controls-service,qiyas_evidence_scoring_criteria,12,"Qiyas -- Qiyas Evidence Scoring Criteria",name,no
qiyas,compliance-controls-service,qiyas_evidence_scoring_models,12,"Qiyas -- Qiyas Evidence Scoring Models",name,no
qiyas,compliance-controls-service,qiyas_evidence_sufficiency_rules,11,"Qiyas -- Qiyas Evidence Sufficiency: Rules/policy definitions",pattern,no
qiyas,compliance-controls-service,qiyas_gap_scores,10,"Qiyas -- Qiyas Gap Scores",name,no
qiyas,compliance-controls-service,qiyas_grc_automation_rules,10,"Qiyas -- Qiyas Grc Automation: Rules/policy definitions",pattern,yes
qiyas,compliance-controls-service,qiyas_grc_trigger_log,14,"Qiyas -- Qiyas Grc Trigger: Activity/audit log records",pattern,no
qiyas,compliance-controls-service,qiyas_improvement_paths,13,"Qiyas -- Qiyas Improvement Paths",name,no
qiyas,compliance-controls-service,qiyas_indicator_scores,10,"Qiyas -- Qiyas Indicator Scores",name,no
qiyas,compliance-controls-service,qiyas_indicators,13,"Qiyas -- Qiyas Indicators",name,no
qiyas,compliance-controls-service,qiyas_maturity_assessments,15,"Qiyas -- Qiyas Maturity Assessments",name,no
qiyas,compliance-controls-service,qiyas_maturity_dimension_results,10,"Qiyas -- Qiyas Maturity Dimension Results",name,no
qiyas,compliance-controls-service,qiyas_maturity_level_criteria,9,"Qiyas -- Qiyas Maturity Level Criteria",name,no
qiyas,compliance-controls-service,qiyas_maturity_levels,9,"Qiyas -- Qiyas Maturity Levels",name,no
qiyas,compliance-controls-service,qiyas_maturity_models,12,"Qiyas -- Qiyas Maturity Models",name,no
qiyas,compliance-controls-service,qiyas_maturity_progression_history,10,"Qiyas -- Qiyas Maturity Progression: Historical change records",pattern,no
qiyas,compliance-controls-service,qiyas_maturity_roadmaps,14,"Qiyas -- Qiyas Maturity Roadmaps",name,no
qiyas,compliance-controls-service,qiyas_maturity_scores,10,"Qiyas -- Qiyas Maturity Scores",name,no
qiyas,compliance-controls-service,qiyas_maturity_target_profiles,13,"Qiyas -- Qiyas Maturity Target Profiles",name,no
qiyas,compliance-controls-service,qiyas_model_versions,10,"Qiyas -- Qiyas Model: Versioned record history",pattern,no
qiyas,compliance-controls-service,qiyas_models,13,"Qiyas -- Qiyas Models",name,no
qiyas,compliance-controls-service,qiyas_question_mappings,6,"Qiyas -- Qiyas Question: Cross-entity mapping",pattern,no
qiyas,compliance-controls-service,qiyas_question_options,9,"Qiyas -- Qiyas Question Options",name,no
qiyas,compliance-controls-service,qiyas_question_weights,7,"Qiyas -- Qiyas Question Weights",name,no
qiyas,compliance-controls-service,qiyas_questions,14,"Qiyas -- Qiyas: Question catalog",pattern,no
qiyas,compliance-controls-service,qiyas_recommendation_mappings,6,"Qiyas -- Qiyas Recommendation: Cross-entity mapping",pattern,no
qiyas,compliance-controls-service,qiyas_recommendations,21,"Qiyas -- Qiyas Recommendations",name,no
qiyas,compliance-controls-service,qiyas_response_attachments,10,"Qiyas -- Qiyas Response: File/blob attachments",pattern,no
qiyas,compliance-controls-service,qiyas_response_history,10,"Qiyas -- Qiyas Response: Historical change records",pattern,no
qiyas,compliance-controls-service,qiyas_responses,12,"Qiyas -- Qiyas: Response records (questionnaire/survey/assessment)",pattern,no
qiyas,compliance-controls-service,qiyas_score_explanations,10,"Qiyas -- Qiyas Score Explanations",name,no
qiyas,compliance-controls-service,qiyas_score_snapshots,11,"Qiyas -- Qiyas Score: Point-in-time snapshots",pattern,no
qiyas,compliance-controls-service,qiyas_scores,12,"Qiyas -- Qiyas Scores",name,no
qiyas,compliance-controls-service,qiyas_sections,12,"Qiyas -- Qiyas Sections",name,no
qiyas,compliance-controls-service,qiyas_template_versions,9,"Qiyas -- Qiyas Template: Versioned record history",pattern,no
qiyas,compliance-controls-service,qiyas_templates,13,"Qiyas -- Qiyas: Template catalog",pattern,no
qiyas,compliance-controls-service,risk_appetite_statements,16,"Qiyas -- Risk record (Risk Appetite Statements)",token,no
qiyas,compliance-controls-service,roadmap_items,24,"Qiyas -- Roadmap Items",name,no
